step,resource,price,prev_price,inventory
195,TOMATO,61,61,9991
195,STRAWBERRY,181,181,9947
195,MELON,270,270,9991
195,EGG,52,52,9960
195,MILK,201,201,9978
195,WOOL,220,220,9991
195,FERTILIZER,100,100,10000
196,WHEAT,32,32,9947
196,CARROT,36,36,9991
196,TOMATO,61,61,9991
196,STRAWBERRY,181,181,9947
196,MELON,270,270,9991
196,EGG,52,52,9960
196,MILK,201,201,9978
196,WOOL,220,220,9991
196,FERTILIZER,100,100,10000
197,WHEAT,32,32,9945
197,CARROT,36,36,9991
197,TOMATO,61,61,9991
197,STRAWBERRY,182,181,9945
197,MELON,270,270,9991
197,EGG,52,52,9959
197,MILK,202,201,9977
197,WOOL,220,220,9991
197,FERTILIZER,100,100,10000
198,WHEAT,32,32,9945
198,CARROT,36,36,9991
198,TOMATO,61,61,9991
198,STRAWBERRY,182,182,9945
198,MELON,270,270,9991
198,EGG,52,52,9959
198,MILK,202,202,9977
198,WOOL,220,220,9991
198,FERTILIZER,100,100,10000
199,WHEAT,32,32,9945
199,CARROT,36,36,9991
199,TOMATO,61,61,9991
199,STRAWBERRY,182,182,9945
199,MELON,270,270,9991
199,EGG,52,52,9959
199,MILK,202,202,9977
199,WOOL,220,220,9991
199,FERTILIZER,100,100,10000
200,WHEAT,32,32,9945
200,CARROT,36,36,9991
200,TOMATO,61,61,9991
200,STRAWBERRY,182,182,9945
200,MELON,270,270,9991
200,EGG,52,52,9959
200,MILK,202,202,9977
200,WOOL,220,220,9991
200,FERTILIZER,100,100,10000
201,WHEAT,33,32,9943
201,CARROT,36,36,9991
201,TOMATO,61,61,9991
201,STRAWBERRY,183,182,9943
201,MELON,270,270,9991
201,EGG,53,52,9958
201,MILK,203,202,9976
201,WOOL,220,220,9991
201,FERTILIZER,100,100,10000
202,WHEAT,33,33,9943
202,CARROT,36,36,9991
202,TOMATO,61,61,9991
202,STRAWBERRY,183,183,9943
202,MELON,270,270,9991
202,EGG,53,53,9958
202,MILK,203,203,9976
202,WOOL,220,220,9991
202,FERTILIZER,100,100,10000
203,WHEAT,33,33,9943
203,CARROT,36,36,9991
203,TOMATO,61,61,9991
203,STRAWBERRY,183,183,9943
203,MELON,270,270,9991
203,EGG,53,53,9958
203,MILK,203,203,9976
203,WOOL,220,220,9991
203,FERTILIZER,100,100,10000
204,WHEAT,33,33,9943
204,CARROT,36,36,9991
204,TOMATO,61,61,9991
204,STRAWBERRY,183,183,9943
204,MELON,270,270,9991
204,EGG,53,53,9958
204,MILK,203,203,9976
204,WOOL,220,220,9991
204,FERTILIZER,100,100,10000
205,WHEAT,33,33,9941
205,CARROT,36,36,9991
205,TOMATO,61,61,9991
205,STRAWBERRY,185,183,9941
205,MELON,270,270,9991
205,EGG,53,53,9957
205,MILK,203,203,9975
205,WOOL,220,220,9991
205,FERTILIZER,100,100,10000
206,WHEAT,33,33,9941
206,CARROT,36,36,9991
206,TOMATO,61,61,9991
206,STRAWBERRY,185,185,9941
206,MELON,270,270,9991
206,EGG,53,53,9957
206,MILK,203,203,9975
206,WOOL,220,220,9991
206,FERTILIZER,100,100,10000
207,WHEAT,33,33,9941
207,CARROT,36,36,9991
207,TOMATO,61,61,9991
207,STRAWBERRY,185,185,9941
207,MELON,270,270,9991
207,EGG,53,53,9957
207,MILK,203,203,9975
207,WOOL,220,220,9991
207,FERTILIZER,100,100,10000
208,WHEAT,33,33,9941
208,CARROT,36,36,9991
208,TOMATO,61,61,9991
208,STRAWBERRY,185,185,9941
208,MELON,270,270,9991
208,EGG,53,53,9957
208,MILK,203,203,9975
208,WOOL,220,220,9991
208,FERTILIZER,100,100,10000
209,WHEAT,33,33,9939
209,CARROT,36,36,9991
209,TOMATO,61,61,9991
209,STRAWBERRY,186,185,9939
209,MELON,270,270,9991
209,EGG,53,53,9956
209,MILK,204,203,9974
209,WOOL,220,220,9991
209,FERTILIZER,100,100,10000
210,WHEAT,33,33,9939
210,CARROT,36,36,9991
210,TOMATO,61,61,9991
210,STRAWBERRY,186,186,9939
210,MELON,270,270,9991
210,EGG,53,53,9956
210,MILK,204,204,9974
210,WOOL,220,220,9991
210,FERTILIZER,100,100,10000
211,WHEAT,33,33,9939
211,CARROT,36,36,9991
211,TOMATO,61,61,9991
211,STRAWBERRY,186,186,9939
211,MELON,270,270,9991
211,EGG,53,53,9956
211,MILK,204,204,9974
211,WOOL,220,220,9991
211,FERTILIZER,100,100,10000
212,WHEAT,33,33,9939
212,CARROT,36,36,9991
212,TOMATO,61,61,9991
212,STRAWBERRY,186,186,9939
212,MELON,270,270,9991
212,EGG,53,53,9956
212,MILK,204,204,9974
212,WOOL,220,220,9991
212,FERTILIZER,100,100,10000
213,WHEAT,33,33,9937
213,CARROT,36,36,9991
213,TOMATO,61,61,9991
213,STRAWBERRY,187,186,9937
213,MELON,270,270,9991
213,EGG,53,53,9955
213,MILK,205,204,9973
213,WOOL,220,220,9991
213,FERTILIZER,100,100,10000
214,WHEAT,33,33,9937
214,CARROT,36,36,9991
214,TOMATO,61,61,9991
214,STRAWBERRY,187,187,9937
214,MELON,270,270,9991
214,EGG,53,53,9955
214,MILK,205,205,9973
214,WOOL,220,220,9991
214,FERTILIZER,100,100,10000
215,WHEAT,33,33,9937
215,CARROT,36,36,9991
215,TOMATO,61,61,9991
215,STRAWBERRY,187,187,9937
215,MELON,270,270,9991
215,EGG,53,53,9955
215,MILK,205,205,9973
215,WOOL,220,220,9991
215,FERTILIZER,100,100,10000
216,WHEAT,33,33,9937
216,CARROT,36,36,9991
216,TOMATO,61,61,9991
216,STRAWBERRY,187,187,9937
216,MELON,270,270,9991
216,EGG,53,53,9955
216,MILK,205,205,9973
216,WOOL,220,220,9991
216,FERTILIZER,100,100,10000
217,WHEAT,33,33,9933
217,CARROT,36,36,9989
217,TOMATO,61,61,9989
217,STRAWBERRY,189,187,9933
217,MELON,271,270,9990
217,EGG,53,53,9953
217,MILK,207,205,9971
217,WOOL,221,220,9990
217,FERTILIZER,100,100,10000
218,WHEAT,33,33,9933
218,CARROT,36,36,9989
218,TOMATO,61,61,9989
218,STRAWBERRY,189,189,9933
218,MELON,271,271,9990
218,EGG,53,53,9953
218,MILK,207,207,9971
218,WOOL,221,221,9990
218,FERTILIZER,100,100,10000
219,WHEAT,33,33,9933
219,CARROT,36,36,9989
219,TOMATO,61,61,9989
219,STRAWBERRY,189,189,9933
219,MELON,271,271,9990
219,EGG,53,53,9953
219,MILK,207,207,9971
219,WOOL,221,221,9990
219,FERTILIZER,100,100,10000
220,WHEAT,33,33,9933
220,CARROT,36,36,9989
220,TOMATO,61,61,9989
220,STRAWBERRY,189,189,9933
220,MELON,271,271,9990
220,EGG,53,53,9953
220,MILK,207,207,9971
220,WOOL,221,221,9990
220,FERTILIZER,100,100,10000
221,WHEAT,33,33,9930
221,CARROT,36,36,9988
221,TOMATO,61,61,9988
221,STRAWBERRY,190,189,9930
221,MELON,271,271,9990
221,EGG,53,53,9952
221,MILK,208,207,9970
221,WOOL,221,221,9990
221,FERTILIZER,100,100,10000
222,WHEAT,33,33,9930
222,CARROT,36,36,9988
222,TOMATO,61,61,9988
222,STRAWBERRY,190,190,9930
222,MELON,271,271,9990
222,EGG,53,53,9952
222,MILK,208,208,9970
222,WOOL,221,221,9990
222,FERTILIZER,100,100,10000
223,WHEAT,33,33,9930
223,CARROT,36,36,9988
223,TOMATO,61,61,9988
223,STRAWBERRY,190,190,9930
223,MELON,271,271,9990
223,EGG,53,53,9952
223,MILK,208,208,9970
223,WOOL,221,221,9990
223,FERTILIZER,100,100,10000
224,WHEAT,33,33,9930
224,CARROT,36,36,9988
224,TOMATO,61,61,9988
224,STRAWBERRY,190,190,9930
224,MELON,271,271,9990
224,EGG,53,53,9952
224,MILK,208,208,9970
224,WOOL,221,221,9990
224,FERTILIZER,100,100,10000
225,WHEAT,34,33,9927
225,CARROT,36,36,9987
225,TOMATO,62,61,9987
225,STRAWBERRY,192,190,9927
225,MELON,271,271,9990
225,EGG,53,53,9951
225,MILK,208,208,9969
225,WOOL,221,221,9990
225,FERTILIZER,100,100,10000
226,WHEAT,34,34,9927
226,CARROT,36,36,9987
226,TOMATO,62,62,9987
226,STRAWBERRY,192,192,9927
226,MELON,271,271,9990
226,EGG,53,53,9951
226,MILK,208,208,9969
226,WOOL,221,221,9990
226,FERTILIZER,100,100,10000
227,WHEAT,34,34,9927
227,CARROT,36,36,9987
227,TOMATO,62,62,9987
227,STRAWBERRY,192,192,9927
227,MELON,271,271,9990
227,EGG,53,53,9951
227,MILK,208,208,9969
227,WOOL,221,221,9990
227,FERTILIZER,100,100,10000
228,WHEAT,34,34,9927
228,CARROT,36,36,9987
228,TOMATO,62,62,9987
228,STRAWBERRY,192,192,9927
228,MELON,271,271,9990
228,EGG,53,53,9951
228,MILK,208,208,9969
228,WOOL,221,221,9990
228,FERTILIZER,100,100,10000
229,WHEAT,34,34,9924
229,CARROT,36,36,9986
229,TOMATO,62,62,9986
229,STRAWBERRY,193,192,9924
229,MELON,271,271,9990
229,EGG,53,53,9950
229,MILK,209,208,9968
229,WOOL,221,221,9990
229,FERTILIZER,100,100,10000
230,WHEAT,34,34,9924
230,CARROT,36,36,9986
230,TOMATO,62,62,9986
230,STRAWBERRY,193,193,9924
230,MELON,271,271,9990
230,EGG,53,53,9950
230,MILK,209,209,9968
230,WOOL,221,221,9990
230,FERTILIZER,100,100,10000
231,WHEAT,34,34,9924
231,CARROT,36,36,9986
231,TOMATO,62,62,9986
231,STRAWBERRY,193,193,9924
231,MELON,271,271,9990
231,EGG,53,53,9950
231,MILK,209,209,9968
231,WOOL,221,221,9990
231,FERTILIZER,100,100,10000
232,WHEAT,34,34,9924
232,CARROT,36,36,9986
232,TOMATO,62,62,9986
232,STRAWBERRY,193,193,9924
232,MELON,271,271,9990
232,EGG,53,53,9950
232,MILK,209,209,9968
232,WOOL,221,221,9990
232,FERTILIZER,100,100,10000
233,WHEAT,34,34,9921
233,CARROT,36,36,9985
233,TOMATO,62,62,9985
233,STRAWBERRY,195,193,9921
233,MELON,271,271,9990
233,EGG,53,53,9949
233,MILK,210,209,9967
233,WOOL,221,221,9990
233,FERTILIZER,100,100,10000
234,WHEAT,34,34,9921
234,CARROT,36,36,9985
234,TOMATO,62,62,9985
234,STRAWBERRY,195,195,9921
234,MELON,271,271,9990
234,EGG,53,53,9949
234,MILK,210,210,9967
234,WOOL,221,221,9990
234,FERTILIZER,100,100,10000
235,WHEAT,34,34,9921
235,CARROT,36,36,9985
235,TOMATO,62,62,9985
235,STRAWBERRY,195,195,9921
235,MELON,271,271,9990
235,EGG,53,53,9949
235,MILK,210,210,9967
235,WOOL,221,221,9990
235,FERTILIZER,100,100,10000
236,WHEAT,34,34,9921
236,CARROT,36,36,9985
236,TOMATO,62,62,9985
236,STRAWBERRY,195,195,9921
236,MELON,271,271,9990
236,EGG,53,53,9949
236,MILK,210,210,9967
236,WOOL,221,221,9990
236,FERTILIZER,100,100,10000
237,WHEAT,34,34,9918
237,CARROT,36,36,9984
237,TOMATO,62,62,9984
237,STRAWBERRY,196,195,9918
237,MELON,271,271,9990
237,EGG,53,53,9948
237,MILK,211,210,9966
237,WOOL,221,221,9990
237,FERTILIZER,100,100,10000
238,WHEAT,34,34,9918
238,CARROT,36,36,9984
238,TOMATO,62,62,9984
238,STRAWBERRY,196,196,9918
238,MELON,271,271,9990
238,EGG,53,53,9948
238,MILK,211,211,9966
238,WOOL,221,221,9990
238,FERTILIZER,100,100,10000
239,WHEAT,34,34,9918
239,CARROT,36,36,9984
239,TOMATO,62,62,9984
239,STRAWBERRY,196,196,9918
239,MELON,271,271,9990
239,EGG,53,53,9948
239,MILK,211,211,9966
239,WOOL,221,221,9990
239,FERTILIZER,100,100,10000
240,WHEAT,34,34,9918
240,CARROT,36,36,9984
240,TOMATO,62,62,9984
240,STRAWBERRY,196,196,9918
240,MELON,271,271,9990
240,EGG,53,53,9948
240,MILK,211,211,9966
240,WOOL,221,221,9990
240,FERTILIZER,100,100,10000
241,WHEAT,34,34,9914
241,CARROT,36,36,9982
241,TOMATO,62,62,9982
241,STRAWBERRY,198,196,9914
241,MELON,272,271,9989
241,EGG,53,53,9946
241,MILK,212,211,9964
241,WOOL,221,221,9989
241,FERTILIZER,100,100,10000
242,WHEAT,34,34,9914
242,CARROT,36,36,9982
242,TOMATO,62,62,9982
242,STRAWBERRY,198,198,9914
242,MELON,272,272,9989
242,EGG,53,53,9946
242,MILK,212,212,9964
242,WOOL,221,221,9989
242,FERTILIZER,100,100,10000
243,WHEAT,34,34,9914
243,CARROT,36,36,9982
243,TOMATO,62,62,9982
243,STRAWBERRY,198,198,9914
243,MELON,272,272,9989
243,EGG,53,53,9946
243,MILK,212,212,9964
243,WOOL,221,221,9989
243,FERTILIZER,100,100,10000
244,WHEAT,34,34,9914
244,CARROT,36,36,9982
244,TOMATO,62,62,9982
244,STRAWBERRY,198,198,9914
244,MELON,272,272,9989
244,EGG,53,53,9946
244,MILK,212,212,9964
244,WOOL,221,221,9989
244,FERTILIZER,100,100,10000
245,WHEAT,34,34,9911
245,CARROT,36,36,9981
245,TOMATO,62,62,9981
245,STRAWBERRY,199,198,9911
245,MELON,272,272,9989
245,EGG,53,53,9945
245,MILK,213,212,9963
245,WOOL,221,221,9989
245,FERTILIZER,100,100,10000
246,WHEAT,34,34,9911
246,CARROT,36,36,9981
246,TOMATO,62,62,9981
246,STRAWBERRY,199,199,9911
246,MELON,272,272,9989
246,EGG,53,53,9945
246,MILK,213,213,9963
246,WOOL,221,221,9989
246,FERTILIZER,100,100,10000
247,WHEAT,34,34,9911
247,CARROT,36,36,9981
247,TOMATO,62,62,9981
247,STRAWBERRY,199,199,9911
247,MELON,272,272,9989
247,EGG,53,53,9945
247,MILK,213,213,9963
247,WOOL,221,221,9989
247,FERTILIZER,100,100,10000
248,WHEAT,34,34,9911
248,CARROT,36,36,9981
248,TOMATO,62,62,9981
248,STRAWBERRY,199,199,9911
248,MELON,272,272,9989
248,EGG,53,53,9945
248,MILK,213,213,9963
248,WOOL,221,221,9989
248,FERTILIZER,100,100,10000
249,WHEAT,35,34,9908
249,CARROT,37,36,9980
249,TOMATO,62,62,9980
249,STRAWBERRY,201,199,9908
249,MELON,272,272,9989
249,EGG,53,53,9944
249,MILK,214,213,9962
249,WOOL,221,221,9989
249,FERTILIZER,100,100,10000
250,WHEAT,35,35,9908
250,CARROT,37,37,9980
250,TOMATO,62,62,9980
250,STRAWBERRY,201,201,9908
250,MELON,272,272,9989
250,EGG,53,53,9944
250,MILK,214,214,9962
250,WOOL,221,221,9989
250,FERTILIZER,100,100,10000
251,WHEAT,35,35,9908
251,CARROT,37,37,9980
251,TOMATO,62,62,9980
251,STRAWBERRY,201,201,9908
251,MELON,272,272,9989
251,EGG,53,53,9944
251,MILK,214,214,9962
251,WOOL,221,221,9989
251,FERTILIZER,100,100,10000
252,WHEAT,35,35,9908
252,CARROT,37,37,9980
252,TOMATO,62,62,9980
252,STRAWBERRY,201,201,9908
252,MELON,272,272,9989
252,EGG,53,53,9944
252,MILK,214,214,9962
252,WOOL,221,221,9989
252,FERTILIZER,100,100,10000
253,WHEAT,35,35,9905
253,CARROT,37,37,9979
253,TOMATO,63,62,9979
253,STRAWBERRY,202,201,9905
253,MELON,272,272,9989
253,EGG,53,53,9943
253,MILK,214,214,9961
253,WOOL,221,221,9989
253,FERTILIZER,100,100,10000
254,WHEAT,35,35,9905
254,CARROT,37,37,9979
254,TOMATO,63,63,9979
254,STRAWBERRY,202,202,9905
254,MELON,272,272,9989
254,EGG,53,53,9943
254,MILK,214,214,9961
254,WOOL,221,221,9989
254,FERTILIZER,100,100,10000
255,WHEAT,35,35,9905
255,CARROT,37,37,9979
255,TOMATO,63,63,9979
255,STRAWBERRY,202,202,9905
255,MELON,272,272,9989
255,EGG,53,53,9943
255,MILK,214,214,9961
255,WOOL,221,221,9989
255,FERTILIZER,100,100,10000
256,WHEAT,35,35,9905
256,CARROT,37,37,9979
256,TOMATO,63,63,9979
256,STRAWBERRY,202,202,9905
256,MELON,272,272,9989
256,EGG,53,53,9943
256,MILK,214,214,9961
256,WOOL,221,221,9989
256,FERTILIZER,100,100,10000
257,WHEAT,35,35,9902
257,CARROT,37,37,9978
257,TOMATO,63,63,9978
257,STRAWBERRY,203,202,9902
257,MELON,272,272,9989
257,EGG,53,53,9942
257,MILK,215,214,9960
257,WOOL,221,221,9989
257,FERTILIZER,100,100,10000
258,WHEAT,35,35,9902
258,CARROT,37,37,9978
258,TOMATO,63,63,9978
258,STRAWBERRY,203,203,9902
258,MELON,272,272,9989
258,EGG,53,53,9942
258,MILK,215,215,9960
258,WOOL,221,221,9989
258,FERTILIZER,100,100,10000
259,WHEAT,35,35,9902
259,CARROT,37,37,9978
259,TOMATO,63,63,9978
259,STRAWBERRY,203,203,9902
259,MELON,272,272,9989
259,EGG,53,53,9942
259,MILK,215,215,9960
259,WOOL,221,221,9989
259,FERTILIZER,100,100,10000
260,WHEAT,35,35,9902
260,CARROT,37,37,9978
260,TOMATO,63,63,9978
260,STRAWBERRY,203,203,9902
260,MELON,272,272,9989
260,EGG,53,53,9942
260,MILK,215,215,9960
260,WOOL,221,221,9989
260,FERTILIZER,100,100,10000
261,WHEAT,35,35,9899
261,CARROT,37,37,9977
261,TOMATO,63,63,9977
261,STRAWBERRY,204,203,9899
261,MELON,272,272,9989
261,EGG,54,53,9941
261,MILK,216,215,9959
261,WOOL,221,221,9989
261,FERTILIZER,100,100,10000
262,WHEAT,35,35,9899
262,CARROT,37,37,9977
262,TOMATO,63,63,9977
262,STRAWBERRY,204,204,9899
262,MELON,272,272,9989
262,EGG,54,54,9941
262,MILK,216,216,9959
262,WOOL,221,221,9989
262,FERTILIZER,100,100,10000
263,WHEAT,35,35,9899
263,CARROT,37,37,9977
263,TOMATO,63,63,9977
263,STRAWBERRY,204,204,9899
263,MELON,272,272,9989
263,EGG,54,54,9941
263,MILK,216,216,9959
263,WOOL,221,221,9989
263,FERTILIZER,100,100,10000
264,WHEAT,35,35,9899
264,CARROT,37,37,9977
264,TOMATO,63,63,9977
264,STRAWBERRY,204,204,9899
264,MELON,272,272,9989
264,EGG,54,54,9941
264,MILK,216,216,9959
264,WOOL,221,221,9989
264,FERTILIZER,100,100,10000
265,WHEAT,35,35,9895
265,CARROT,37,37,9975
265,TOMATO,63,63,9975
265,STRAWBERRY,206,204,9895
265,MELON,272,272,9988
265,EGG,54,54,9939
265,MILK,217,216,9957
265,WOOL,222,221,9988
265,FERTILIZER,100,100,10000
266,WHEAT,35,35,9895
266,CARROT,37,37,9975
266,TOMATO,63,63,9975
266,STRAWBERRY,206,206,9895
266,MELON,272,272,9988
266,EGG,54,54,9939
266,MILK,217,217,9957
266,WOOL,222,222,9988
266,FERTILIZER,100,100,10000
267,WHEAT,35,35,9895
267,CARROT,37,37,9975
267,TOMATO,63,63,9975
267,STRAWBERRY,206,206,9895
267,MELON,272,272,9988
267,EGG,54,54,9939
267,MILK,217,217,9957
267,WOOL,222,222,9988
267,FERTILIZER,100,100,10000
268,WHEAT,35,35,9895
268,CARROT,37,37,9975
268,TOMATO,63,63,9975
268,STRAWBERRY,206,206,9895
268,MELON,272,272,9988
268,EGG,54,54,9939
268,MILK,217,217,9957
268,WOOL,222,222,9988
268,FERTILIZER,100,100,10000
269,WHEAT,35,35,9892
269,CARROT,37,37,9974
269,TOMATO,63,63,9974
269,STRAWBERRY,207,206,9892
269,MELON,272,272,9988
269,EGG,54,54,9938
269,MILK,218,217,9956
269,WOOL,222,222,9988
269,FERTILIZER,100,100,10000
270,WHEAT,35,35,9892
270,CARROT,37,37,9974
270,TOMATO,63,63,9974
270,STRAWBERRY,207,207,9892
270,MELON,272,272,9988
270,EGG,54,54,9938
270,MILK,218,218,9956
270,WOOL,222,222,9988
270,FERTILIZER,100,100,10000
271,WHEAT,35,35,9892
271,CARROT,37,37,9974
271,TOMATO,63,63,9974
271,STRAWBERRY,207,207,9892
271,MELON,272,272,9988
271,EGG,54,54,9938
271,MILK,218,218,9956
271,WOOL,222,222,9988
271,FERTILIZER,100,100,10000
272,WHEAT,35,35,9892
272,CARROT,37,37,9974
272,TOMATO,63,63,9974
272,STRAWBERRY,207,207,9892
272,MELON,272,272,9988
272,EGG,54,54,9938
272,MILK,218,218,9956
272,WOOL,222,222,9988
272,FERTILIZER,100,100,10000
273,WHEAT,36,35,9889
273,CARROT,37,37,9973
273,TOMATO,63,63,9973
273,STRAWBERRY,208,207,9889
273,MELON,272,272,9988
273,EGG,54,54,9937
273,MILK,218,218,9955
273,WOOL,222,222,9988
273,FERTILIZER,100,100,10000
274,WHEAT,36,36,9889
274,CARROT,37,37,9973
274,TOMATO,63,63,9973
274,STRAWBERRY,208,208,9889
274,MELON,272,272,9988
274,EGG,54,54,9937
274,MILK,218,218,9955
274,WOOL,222,222,9988
274,FERTILIZER,100,100,10000
275,WHEAT,36,36,9889
275,CARROT,37,37,9973
275,TOMATO,63,63,9973
275,STRAWBERRY,208,208,9889
275,MELON,272,272,9988
275,EGG,54,54,9937
275,MILK,218,218,9955
275,WOOL,222,222,9988
275,FERTILIZER,100,100,10000
276,WHEAT,36,36,9889
276,CARROT,37,37,9973
276,TOMATO,63,63,9973
276,STRAWBERRY,208,208,9889
276,MELON,272,272,9988
276,EGG,54,54,9937
276,MILK,218,218,9955
276,WOOL,222,222,9988
276,FERTILIZER,100,100,10000
277,WHEAT,36,36,9886
277,CARROT,37,37,9972
277,TOMATO,63,63,9972
277,STRAWBERRY,210,208,9886
277,MELON,272,272,9988
277,EGG,54,54,9936
277,MILK,219,218,9954
277,WOOL,222,222,9988
277,FERTILIZER,100,100,10000
278,WHEAT,36,36,9886
278,CARROT,37,37,9972
278,TOMATO,63,63,9972
278,STRAWBERRY,210,210,9886
278,MELON,272,272,9988
278,EGG,54,54,9936
278,MILK,219,219,9954
278,WOOL,222,222,9988
278,FERTILIZER,100,100,10000
279,WHEAT,36,36,9886
279,CARROT,37,37,9972
279,TOMATO,63,63,9972
279,STRAWBERRY,210,210,9886
279,MELON,272,272,9988
279,EGG,54,54,9936
279,MILK,219,219,9954
279,WOOL,222,222,9988
279,FERTILIZER,100,100,10000
280,WHEAT,36,36,9886
280,CARROT,37,37,9972
280,TOMATO,63,63,9972
280,STRAWBERRY,210,210,9886
280,MELON,272,272,9988
280,EGG,54,54,9936
280,MILK,219,219,9954
280,WOOL,222,222,9988
280,FERTILIZER,100,100,10000
281,WHEAT,36,36,9883
281,CARROT,37,37,9971
281,TOMATO,63,63,9971
281,STRAWBERRY,211,210,9883
281,MELON,272,272,9988
281,EGG,54,54,9935
281,MILK,220,219,9953
281,WOOL,222,222,9988
281,FERTILIZER,100,100,10000
282,WHEAT,36,36,9883
282,CARROT,37,37,9971
282,TOMATO,63,63,9971
282,STRAWBERRY,211,211,9883
282,MELON,272,272,9988
282,EGG,54,54,9935
282,MILK,220,220,9953
282,WOOL,222,222,9988
282,FERTILIZER,100,100,10000
283,WHEAT,36,36,9883
283,CARROT,37,37,9971
283,TOMATO,63,63,9971
283,STRAWBERRY,211,211,9883
283,MELON,272,272,9988
283,EGG,54,54,9935
283,MILK,220,220,9953
283,WOOL,222,222,9988
283,FERTILIZER,100,100,10000
284,WHEAT,36,36,9883
284,CARROT,37,37,9971
284,TOMATO,63,63,9971
284,STRAWBERRY,211,211,9883
284,MELON,272,272,9988
284,EGG,54,54,9935
284,MILK,220,220,9953
284,WOOL,222,222,9988
284,FERTILIZER,100,100,10000
285,WHEAT,36,36,9880
285,CARROT,37,37,9970
285,TOMATO,64,63,9970
285,STRAWBERRY,212,211,9880
285,MELON,272,272,9988
285,EGG,54,54,9934
285,MILK,220,220,9952
285,WOOL,222,222,9988
285,FERTILIZER,100,100,10000
286,WHEAT,36,36,9880
286,CARROT,37,37,9970
286,TOMATO,64,64,9970
286,STRAWBERRY,212,212,9880
286,MELON,272,272,9988
286,EGG,54,54,9934
286,MILK,220,220,9952
286,WOOL,222,222,9988
286,FERTILIZER,100,100,10000
287,WHEAT,36,36,9880
287,CARROT,37,37,9970
287,TOMATO,64,64,9970
287,STRAWBERRY,212,212,9880
287,MELON,272,272,9988
287,EGG,54,54,9934
287,MILK,220,220,9952
287,WOOL,222,222,9988
287,FERTILIZER,100,100,10000
288,WHEAT,36,36,9880
288,CARROT,37,37,9970
288,TOMATO,64,64,9970
288,STRAWBERRY,212,212,9880
288,MELON,272,272,9988
288,EGG,54,54,9934
288,MILK,220,220,9952
288,WOOL,222,222,9988
288,FERTILIZER,100,100,10000
289,WHEAT,36,36,9875
289,CARROT,37,37,9968
289,TOMATO,64,64,9968
289,STRAWBERRY,214,212,9875
289,MELON,273,272,9987
289,EGG,54,54,9932
289,MILK,222,220,9949
289,WOOL,223,222,9987
289,FERTILIZER,100,100,10000
290,WHEAT,36,36,9875
290,CARROT,37,37,9968
290,TOMATO,64,64,9968
290,STRAWBERRY,214,214,9875
290,MELON,273,273,9987
290,EGG,54,54,9932
290,MILK,222,222,9949
290,WOOL,223,223,9987
290,FERTILIZER,100,100,10000
291,WHEAT,36,36,9875
291,CARROT,37,37,9968
291,TOMATO,64,64,9968
291,STRAWBERRY,214,214,9875
291,MELON,273,273,9987
291,EGG,54,54,9932
291,MILK,222,222,9949
291,WOOL,223,223,9987
291,FERTILIZER,100,100,10000
292,WHEAT,36,36,9875
292,CARROT,37,37,9968
292,TOMATO,64,64,9968
292,STRAWBERRY,214,214,9875
292,MELON,273,273,9987
292,EGG,54,54,9932
292,MILK,222,222,9949
292,WOOL,223,223,9987
292,FERTILIZER,100,100,10000
293,WHEAT,36,36,9871
293,CARROT,38,37,9967
293,TOMATO,64,64,9967
293,STRAWBERRY,215,214,9871
293,MELON,273,273,9987
293,EGG,54,54,9931
293,MILK,223,222,9947
293,WOOL,223,223,9987
293,FERTILIZER,100,100,10000
294,WHEAT,36,36,9871
294,CARROT,38,38,9967
294,TOMATO,64,64,9967
294,STRAWBERRY,215,215,9871
294,MELON,273,273,9987
294,EGG,54,54,9931
294,MILK,223,223,9947
294,WOOL,223,223,9987
294,FERTILIZER,100,100,10000
295,WHEAT,36,36,9871
295,CARROT,38,38,9967
295,TOMATO,64,64,9967
295,STRAWBERRY,215,215,9871
295,MELON,273,273,9987
295,EGG,54,54,9931
295,MILK,223,223,9947
295,WOOL,223,223,9987
295,FERTILIZER,100,100,10000
296,WHEAT,36,36,9871
296,CARROT,38,38,9967
296,TOMATO,64,64,9967
296,STRAWBERRY,215,215,9871
296,MELON,273,273,9987
296,EGG,54,54,9931
296,MILK,223,223,9947
296,WOOL,223,223,9987
296,FERTILIZER,100,100,10000
297,WHEAT,37,36,9867
297,CARROT,38,38,9966
297,TOMATO,64,64,9966
297,STRAWBERRY,217,215,9867
297,MELON,273,273,9987
297,EGG,54,54,9930
297,MILK,224,223,9945
297,WOOL,223,223,9987
297,FERTILIZER,100,100,10000
298,WHEAT,37,37,9867
298,CARROT,38,38,9966
298,TOMATO,64,64,9966
298,STRAWBERRY,217,217,9867
298,MELON,273,273,9987
298,EGG,54,54,9930
298,MILK,224,224,9945
298,WOOL,223,223,9987
298,FERTILIZER,100,100,10000
299,WHEAT,37,37,9867
299,CARROT,38,38,9966
299,TOMATO,64,64,9966
299,STRAWBERRY,217,217,9867
299,MELON,273,273,9987
299,EGG,54,54,9930
299,MILK,224,224,9945
299,WOOL,223,223,9987
299,FERTILIZER,100,100,10000
300,WHEAT,37,37,9867
300,CARROT,38,38,9966
300,TOMATO,64,64,9966
300,STRAWBERRY,217,217,9867
300,MELON,273,273,9987
300,EGG,54,54,9930
300,MILK,224,224,9945
300,WOOL,223,223,9987
300,FERTILIZER,100,100,10000
301,WHEAT,37,37,9863
